Response	Type	Predictor	Species	median	lower95	upper95	postprob	postprobcomp	significant
dist_weighted_unifrac	Time	timeMean	Mean	0.00637678643007442	-0.0148083792009728	0.0275889236056852	0.7283	0.2717	FALSE
dist_weighted_unifrac	Time	timeOsse	Osse	0.0124043978868999	-0.0406171667832845	0.0599283375840594	0.6906	0.3094	FALSE
dist_weighted_unifrac	Time	timeRaca	Raca	0.0140254765087073	-0.0338935164354903	0.0611745641799068	0.7227	0.2773	FALSE
dist_weighted_unifrac	Time	timeRapi	Rapi	-0.0063733063304928	-0.0650036344877592	0.0523235728251822	0.588	0.412	FALSE
dist_weighted_unifrac	Time	timeRhma	Rhma	-0.00212502240104029	-0.0457601174413655	0.0424292487224808	0.5368	0.4632	FALSE
inhibRich	Time	timeAnbo	Anbo	-0.314190048845469	-0.489023331867295	-0.141507220714257	0.9995	0.000499999999999945	TRUE
inhibRich	Time	timeMean	Mean	-0.124037498128527	-0.232457623404386	-0.0167456893879872	0.9873	0.0127	TRUE
inhibRich	Time	timeOsse	Osse	-0.442640763146984	-0.700514306708157	-0.173995252693846	0.9994	0.000600000000000045	TRUE
inhibRich	Time	timeRaca	Raca	0.344691111064847	0.0989859296797477	0.592555485540678	0.9979	0.00209999999999999	TRUE
inhibRich	Time	timeRapi	Rapi	-0.200205159625032	-0.503365750386078	0.0876847653308399	0.9114	0.0886	FALSE
inhibRich	Time	timeRhma	Rhma	-0.00641270236132645	-0.221865186438354	0.21934684730281	0.5251	0.4749	FALSE
observed_otus	Time	timeAnbo	Anbo	-0.00459960970595097	-0.0200366713864176	0.0114530887532748	0.7168	0.2832	FALSE
observed_otus	Time	timeMean	Mean	0.0138467521049966	0.00522830591591866	0.0232987185155684	0.9986	0.00139999999999996	TRUE
observed_otus	Time	timeOsse	Osse	0.0344875671829494	0.0128341902993731	0.0550336538136179	0.9991	0.000900000000000012	TRUE
observed_otus	Time	timeRaca	Raca	0.012754308843988	-0.00783485134584166	0.033727709192628	0.8838	0.1162	FALSE
observed_otus	Time	timeRapi	Rapi	0.0229108269017693	0.000427684800469685	0.0466909429777455	0.9728	0.0272	FALSE
observed_otus	Time	timeRhma	Rhma	0.00374246496467402	-0.0156524849255284	0.0214287332799677	0.6582	0.3418	FALSE
percInhib	Time	timeAnbo	Anbo	-0.0423742122409891	-0.0790990628346639	-0.00382708721140945	0.9868	0.0132	TRUE
percInhib	Time	timeMean	Mean	-0.0219780949673588	-0.0457825222927958	0.00141812585974658	0.9654	0.0346	FALSE
percInhib	Time	timeOsse	Osse	-0.138447081894474	-0.19854794159037	-0.0823543990907769	1	0	TRUE
percInhib	Time	timeRaca	Raca	0.0685187386299305	0.0118013187045691	0.126960690327855	0.9894	0.0106000000000001	TRUE
percInhib	Time	timeRapi	Rapi	-0.070051098838855	-0.127317510564675	-0.00912298685279134	0.9911	0.00890000000000002	TRUE
percInhib	Time	timeRhma	Rhma	0.0729146772845115	0.0270100242769615	0.124621000105878	0.9988	0.00119999999999998	TRUE
shannon	Time	timeAnbo	Anbo	-0.00762094685254556	-0.0427662821636555	0.0255719086179969	0.6747	0.3253	FALSE
shannon	Time	timeMean	Mean	0.0240116770818689	0.00496129705213167	0.0436235536026435	0.9925	0.00749999999999995	TRUE
shannon	Time	timeOsse	Osse	0.103225741764228	0.0554735242122799	0.148591679849443	1	0	TRUE
shannon	Time	timeRaca	Raca	0.0297311716951607	-0.0144684144705965	0.0745159250281704	0.9055	0.0945	FALSE
shannon	Time	timeRapi	Rapi	-0.0233288470222394	-0.0715851414591694	0.0294629681426688	0.8155	0.1845	FALSE
shannon	Time	timeRhma	Rhma	0.0184265530586108	-0.0207789409382183	0.0597775391455071	0.8157	0.1843	FALSE
disper_braycurtis	SpeciesAverage	Anbo	Anbo	-0.170311122031861	-0.298409792152963	-0.0453082013653234	0.9952	0.00480000000000003	TRUE
disper_braycurtis	SpeciesAverage	Mean	Mean	0.0565577111542179	-0.0140664663458611	0.123698566983229	0.9431	0.0569	FALSE
disper_braycurtis	SpeciesAverage	Osse	Osse	0.0303581778548914	-0.14308379067038	0.185208135414444	0.6348	0.3652	FALSE
disper_braycurtis	SpeciesAverage	Raca	Raca	-0.00427921086255356	-0.146461686901031	0.124164378166706	0.5239	0.4761	FALSE
disper_braycurtis	SpeciesAverage	Rapi	Rapi	0.380554683052252	0.191629522564923	0.561145642343599	0.9999	9.9999999999989e-05	TRUE
disper_braycurtis	SpeciesAverage	Rhma	Rhma	0.0475979072152839	-0.101723352909476	0.196450745489157	0.7352	0.2648	FALSE
disper_unweighted_unifrac	SpeciesAverage	Anbo	Anbo	-0.338644234166811	-0.440333727552834	-0.236938418804633	1	0	TRUE
disper_unweighted_unifrac	SpeciesAverage	Mean	Mean	-0.329102130750263	-0.385896002295774	-0.273993821495451	1	0	TRUE
disper_unweighted_unifrac	SpeciesAverage	Osse	Osse	-0.411348595414308	-0.543183884739855	-0.281607532799078	1	0	TRUE
disper_unweighted_unifrac	SpeciesAverage	Raca	Raca	-0.281796302428415	-0.38659586065024	-0.161471990172338	1	0	TRUE
disper_unweighted_unifrac	SpeciesAverage	Rapi	Rapi	-0.28833395197642	-0.439214501791752	-0.137353186683447	0.9998	0.000199999999999978	TRUE
disper_unweighted_unifrac	SpeciesAverage	Rhma	Rhma	-0.329222937952678	-0.442384074735335	-0.206570306854147	1	0	TRUE
disper_weighted_unifrac	SpeciesAverage	Anbo	Anbo	-0.592251349790982	-0.795742526925552	-0.390968258933867	1	0	TRUE
disper_weighted_unifrac	SpeciesAverage	Mean	Mean	-0.307996308947892	-0.416013135261622	-0.202415246774875	1	0	TRUE
disper_weighted_unifrac	SpeciesAverage	Osse	Osse	-0.470958628597189	-0.713812479498733	-0.222778502650276	0.9996	0.000399999999999956	TRUE
disper_weighted_unifrac	SpeciesAverage	Raca	Raca	-0.213199086135891	-0.436965961642713	0.00389707444720883	0.9699	0.0301	FALSE
disper_weighted_unifrac	SpeciesAverage	Rapi	Rapi	0.112179094496168	-0.17744845751815	0.408758440026772	0.7775	0.2225	FALSE
disper_weighted_unifrac	SpeciesAverage	Rhma	Rhma	-0.375810550847075	-0.608792900170741	-0.128969327115734	0.9983	0.00170000000000003	TRUE
dist_braycurtis	SpeciesAverage	Anbo	Anbo	-0.319686754731512	-0.720922196244178	0.0451858381659588	0.9513	0.0487	FALSE
dist_braycurtis	SpeciesAverage	Mean	Mean	0.0256133461201627	-0.200158508036598	0.244665111022285	0.5898	0.4102	FALSE
dist_braycurtis	SpeciesAverage	Osse	Osse	0.222983336174943	-0.321393155630365	0.737857761191488	0.7937	0.2063	FALSE
dist_braycurtis	SpeciesAverage	Raca	Raca	0.534686467190454	0.0921811114408312	0.99564313513114	0.992	0.00800000000000001	TRUE
dist_braycurtis	SpeciesAverage	Rapi	Rapi	-0.157049564364169	-0.789081310966956	0.452477804368905	0.7008	0.2992	FALSE
dist_braycurtis	SpeciesAverage	Rhma	Rhma	-0.145015695527419	-0.614446850748237	0.312078174993308	0.7357	0.2643	FALSE
dist_unweighted_unifrac	SpeciesAverage	Anbo	Anbo	-0.0408725835697723	-0.291185020594966	0.199138762943966	0.6295	0.3705	FALSE
dist_unweighted_unifrac	SpeciesAverage	Mean	Mean	0.183042340736718	0.0384182414357616	0.33069164991103	0.9944	0.00560000000000005	TRUE
dist_unweighted_unifrac	SpeciesAverage	Osse	Osse	0.508295611327963	0.153861206256078	0.873308696701489	0.9978	0.00219999999999998	TRUE
dist_unweighted_unifrac	SpeciesAverage	Raca	Raca	0.467422775566912	0.187902261619738	0.774884829964048	0.9989	0.00109999999999999	TRUE
dist_unweighted_unifrac	SpeciesAverage	Rapi	Rapi	0.163780335329022	-0.236562646317039	0.563166192774334	0.7956	0.2044	FALSE
dist_unweighted_unifrac	SpeciesAverage	Rhma	Rhma	-0.187509830809117	-0.500465769148263	0.118546659651026	0.8838	0.1162	FALSE
dist_weighted_unifrac	SpeciesAverage	Anbo	Anbo	-1.27532064298049	-1.63491382809159	-0.933958086743152	1	0	TRUE
dist_weighted_unifrac	SpeciesAverage	Mean	Mean	-1.04245220170422	-1.23879515926206	-0.842442894925553	1	0	TRUE
dist_weighted_unifrac	SpeciesAverage	Osse	Osse	-1.10921755818521	-1.60071427138042	-0.647621090585721	1	0	TRUE
dist_weighted_unifrac	SpeciesAverage	Raca	Raca	-0.635566835674031	-1.00153313327735	-0.257175210506114	0.9994	0.000600000000000045	TRUE
dist_weighted_unifrac	SpeciesAverage	Rapi	Rapi	-1.07334422108543	-1.62751541607928	-0.527084768738762	1	0	TRUE
dist_weighted_unifrac	SpeciesAverage	Rhma	Rhma	-1.10497662968557	-1.52344574407582	-0.677668003551994	1	0	TRUE
inhibRich	SpeciesAverage	Anbo	Anbo	12.1091817399118	10.2610317317505	14.0556155780842	1	0	TRUE
inhibRich	SpeciesAverage	Mean	Mean	12.3381758187185	11.2865257393154	13.4061659814912	1	0	TRUE
inhibRich	SpeciesAverage	Osse	Osse	16.3210890994748	13.9058099046245	19.0632883703251	1	0	TRUE
inhibRich	SpeciesAverage	Raca	Raca	8.77185699170625	6.74478288089087	10.7643664190775	1	0	TRUE
inhibRich	SpeciesAverage	Rapi	Rapi	12.9924500953885	10.1419683424584	16.011848673086	1	0	TRUE
inhibRich	SpeciesAverage	Rhma	Rhma	11.4325881997806	9.14204750286446	13.6863265081575	1	0	TRUE
observed_otus	SpeciesAverage	Anbo	Anbo	4.31224784616959	4.13745507838688	4.50313491870137	1	0	TRUE
observed_otus	SpeciesAverage	Mean	Mean	4.47699659643029	4.37613576802177	4.57516149325299	1	0	TRUE
observed_otus	SpeciesAverage	Osse	Osse	4.33939624641184	4.12173640108399	4.56399315443588	1	0	TRUE
observed_otus	SpeciesAverage	Raca	Raca	4.68506213514132	4.49569694267156	4.88294456448716	1	0	TRUE
observed_otus	SpeciesAverage	Rapi	Rapi	4.18904821669075	3.91989524907043	4.45286399777406	1	0	TRUE
observed_otus	SpeciesAverage	Rhma	Rhma	4.85895019075825	4.64744948220492	5.07001928398571	1	0	TRUE
percInhib	SpeciesAverage	Anbo	Anbo	0.164398710883495	-0.331059457397834	0.649204569697573	0.7574	0.2426	FALSE
percInhib	SpeciesAverage	Mean	Mean	-0.546671628268525	-0.811710167755851	-0.277181002196654	1	0	TRUE
percInhib	SpeciesAverage	Osse	Osse	0.480088600088451	-0.122712368952013	1.06743608327588	0.9467	0.0533	FALSE
percInhib	SpeciesAverage	Raca	Raca	-1.79862652940802	-2.36107329789768	-1.23209374586019	1	0	TRUE
percInhib	SpeciesAverage	Rapi	Rapi	0.0698655567823605	-0.619715376443259	0.768189994675085	0.5799	0.4201	FALSE
percInhib	SpeciesAverage	Rhma	Rhma	-1.65091040018124	-2.29396542252215	-1.05694966090858	1	0	TRUE
shannon	SpeciesAverage	Anbo	Anbo	3.6277312184947	3.28881553569433	3.96129751356682	1	0	TRUE
shannon	SpeciesAverage	Mean	Mean	3.64983136882177	3.46215911232525	3.8240939223979	1	0	TRUE
shannon	SpeciesAverage	Osse	Osse	3.39280312738324	2.95287792513388	3.81280626779389	1	0	TRUE
shannon	SpeciesAverage	Raca	Raca	3.74796302815706	3.38088355768741	4.10656575913696	1	0	TRUE
shannon	SpeciesAverage	Rapi	Rapi	3.30807352591026	2.84111806328109	3.81880148558004	1	0	TRUE
shannon	SpeciesAverage	Rhma	Rhma	4.16982171844031	3.77726720690871	4.55582764000369	1	0	TRUE
